@MamzelleMNa Une très humble femme! #Ironie,0
"BLOGUE - «Tsé, la parité homme-femme...» au sein de Vision Saint-Jérôme http://t.co/26ziyrXSYx #femmes #politique #ironie",0
Je suis une femme matérialiste et superficielle qui ne juge qu'au physique des gens que des beau goss dans ma team #Ironie,0
Mise en ligne de mon article sur @PayeTaShnek pour @DeerMag soon ;) #payetashnek #tentativedeseductionenmilieuurbain #buyadeer #reading,0
Achat du jour : le très bon livre #PayeTaShnek ! Sinon check http://t.co/vsoOcxFezV,0
Hommage #journeedelafemme Toute sa vie elle a vendu des fleurs dans la rue. Elle a été pauvre aussi bien qu'un homme https://t.co/0mqD4e0dzs,0
Lustre bois flotté feuilles exotiques bleues abat jour https://t.co/aCBlRgfxvq via @Etsy,0
Prochain concours avec Emma on se fait des mèches bleues et on se met un petit gloss bleu ça va être splendide 🤣,0
"#Paradiski c'est quoi ? 400 km de pistes vertes, bleues, rouges, noires et des snowparks pour les plus sportifs. Difficile de s'ennuyer les skis aux pieds ! C'est parti, direction #LaPlagne ! 🎿 https://t.co/LfF5HPyiIs https://t.co/a6jgDtvmE9",0
Mdrrr et avant  avec les tél chinois ça disait carrément ´´Vivre les dents bleues’´  kxptdrwzxvbdj😂😂😂😂 https://t.co/NHFLbQjF2j,0
Boucles d'Oreilles Bohèmes Bronze Fleurs Gouttes Bleues https://t.co/oa7xD8N5Rt via @Etsy,0
"Dans notre Club Alpes d’Azur de @SerreChe_FR on skie, on s’amuse mais surtout on mange bien #chef #food #Vacances https://t.co/Pl8i7V29g2",0
Collier plume bronze perle en papier artisanale collier perles bleues violettes chaine idée cadeau femme cadeau saint valentin cadeau fait main https://t.co/UxyQEqeFc0,0
"#VivreEnsemble : Les footballeurs professionnels, de mauvais citoyens   #omerta #Sexisme #Harcèlement @melissa_plaza  @ouestfrance  https://t.co/83xMHR7CVV",0
#Sexisme dans le #sport : le coup de gueule de @annefloremarxer : championne du monde de snowboard freeride https://t.co/lXWiPpilTg #libérezsaparole,0
@lau_devil Il en parle aussi dans les @lesinrocks https://t.co/nZ3LVMWsLn #Wikipedia #sexisme,0
"#sexisme #clichés #Egalité #AccordEgalitéProfessionnelle
La ministre du travail veut ""réaliser le rattrapage salarial femmes-hommes"" - ladepeche.fr https://t.co/PKayWx5Rq9",0
Crimes sexuels: la police de Québec ouvre 30 nouveaux dossiers et révise des plaintes #moiaussi  https://t.co/u9KJnuCCvK,0
